0|290.13|291.83|286.73|244.21|277.82|294.27|282.09|1967.08|2028.56
1|8.52|7.83|7.59|4.10|5.16|5.73|23.35|62.27|55.87
2|32.99|34.60|32.71|29.46|34.04|35.52|31.84|231.17|249.46
3|469.22|396.84|361.25|391.21|416.37|395.14|407.95|2837.98|3031.67
4|335.60|325.81|309.05|306.97|308.01|316.59|329.88|2231.91|2229.11
5|3.95|235.80|201.16|241.76|320.65|299.56|295.70|1598.57|2162.33
6|159.59|169.25|197.65|183.50|187.97|169.05|186.85|1253.86|1295.06
7|135.71|355.38|91.79|117.20|95.25|77.07|105.99|978.40|805.27
8|162.45|51.94|613.07|49.25|347.30|519.81|248.22|1992.04|3438.70
9|227.23|170.15|161.90|297.56|147.02|162.66|161.80|1328.32|1057.41
10|0.45|0.24|10.31|13.36|15.75|16.26|108.15|164.52|232.96
11|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
12|19.35|8.22|183.22|392.16|459.38|467.82|549.08|2079.23|5160.19
13|63.54|63.17|79.89|78.11|77.09|68.65|75.02|505.46|458.42
14|150.19|131.36|142.38|123.21|144.35|159.88|141.29|992.66|975.00
15|160.98|276.11|262.91|274.60|291.72|238.99|226.48|1731.79|1744.58
16|365.49|329.14|328.78|336.27|357.01|348.83|323.14|2388.65|2361.14
17|284.63|252.31|279.60|218.27|316.77|291.52|259.41|1902.52|1871.12
18|742.41|587.52|669.82|804.53|666.89|688.80|644.54|4804.51|4754.88
19|362.33|340.03|324.37|316.43|400.62|301.89|351.30|2396.98|2339.96
20|19.13|13.34|15.38|17.51|15.42|16.17|19.40|116.36|168.00
21|3.22|0.83|0.19|0.20|0.43|0.17|0.42|5.47|1.26
22|167.66|159.51|96.68|61.78|53.64|46.03|56.96|642.26|635.90
23|66.53|117.86|92.31|110.39|165.42|121.43|135.44|809.38|769.19
24|220.00|242.45|212.10|237.73|222.48|236.58|208.35|1579.70|1556.32
25|275.07|338.46|275.73|273.71|335.17|330.07|315.08|2143.29|2433.44
26|552.17|549.63|529.25|492.19|516.67|599.70|517.28|3756.89|3542.55
27|125.84|111.71|146.06|154.87|137.43|177.13|174.25|1027.30|1117.84
28|95.87|105.93|99.14|92.37|97.67|98.69|116.14|705.82|705.01
29|0.00|0.00|385.49|317.20|299.13|274.70|260.69|1537.21|1481.68
30|404.22|361.67|392.95|347.45|364.21|342.54|354.91|2567.95|2477.17
31|524.26|541.95|544.10|555.90|549.49|562.08|538.73|3816.51|3895.31
32|216.38|226.67|233.04|251.99|239.36|228.39|231.01|1626.84|1754.91
33|2725.05|2884.11|2937.34|2784.52|2755.86|2665.03|2598.04|19349.94|15927.50
34|55.58|48.82|39.10|58.99|52.17|40.48|41.55|336.68|341.69
35|77.72|93.31|79.24|82.64|65.85|90.40|101.13|590.29|641.94
36|634.39|361.32|3147.64|3201.05|3263.72|2945.49|2435.77|15989.38|11815.70
37|146.25|132.03|136.63|136.03|137.30|143.13|137.36|968.73|1077.13
38|272.79|278.65|247.21|256.87|242.32|273.51|249.16|1820.53|1810.44
39|468.38|421.46|415.96|398.29|413.75|422.54|440.30|2980.69|2921.79
40|50.50|66.03|82.93|83.67|71.73|67.31|69.33|491.51|517.58
41|65.17|68.14|82.94|74.63|81.71|97.05|66.92|536.56|581.33
42|1984.93|1517.55|17633.87|17939.95|17102.82|19116.67|18883.17|94178.97|94428.96
43|247.27|273.38|334.43|237.17|266.65|299.19|292.00|1950.09|1981.99
44|102.39|107.11|102.56|113.85|135.56|122.24|122.53|806.24|750.41
45|216.81|223.09|207.26|204.88|226.10|210.23|177.34|1465.72|1289.45
46|89.09|82.18|93.54|54.41|63.40|84.01|247.35|713.99|494.43
47|4012.41|4721.11|3465.07|2936.31|3267.19|3309.43|3489.25|25200.77|31127.30
48|360.12|401.08|400.74|371.09|393.43|378.11|387.94|2692.52|2570.63
49|1.03|0.23|9.87|0.17|0.99|0.12|2.08|14.50|14.35
50|77.20|26.16|15.50|8.64|40.38|73.24|120.32|361.44|413.49
51|779.73|996.29|1696.96|2203.94|1319.87|1873.40|970.21|9840.41|9621.11
52|251.47|190.67|275.24|225.61|237.34|227.07|237.51|1644.92|1575.77
53|1.08|1.05|16.06|19.70|20.41|19.18|16.20|93.68|95.21
54|159.33|178.44|169.41|150.59|180.96|225.36|227.76|1291.85|1293.33
55|172.96|222.88|178.21|170.39|171.08|188.54|197.84|1301.90|1266.87
56|262.02|197.44|284.43|268.23|266.37|284.40|266.55|1829.43|1884.90
57|359.88|351.58|373.12|381.75|460.50|353.80|487.55|2768.17|2901.36
58|224.55|211.13|198.51|211.00|220.85|207.62|212.20|1485.86|1434.68
59|89.43|116.23|109.71|111.87|108.95|85.17|88.02|709.38|677.51
60|414.52|391.81|469.47|351.07|314.26|266.31|265.75|2473.19|2025.36
61|320.30|389.61|300.42|299.70|278.72|340.32|264.96|2194.04|2118.93
62|123.30|154.40|177.05|186.36|193.31|198.13|202.09|1234.62|1525.96
63|0.01|4.77|0.00|0.00|0.00|0.00|0.41|5.19|4.49
64|203.45|200.01|207.63|210.01|220.32|235.89|250.78|1528.09|1484.06
65|35.37|1.99|35.37|42.65|36.58|39.90|35.60|227.45|220.01
66|45.81|26.27|32.96|34.08|21.95|30.09|29.95|221.10|279.16
67|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
